id,Predicted
241,0.057769072
242,0.190040977
243,0.998330182
244,0.376162291
245,1
246,0.168300321
247,0.997321322
248,1
249,0.059861087
250,0.025275624
251,0.854227976
252,0.981495907
253,0.051972295
254,0.129018199
255,0.334251012
256,0.997264838
257,0.62634498
258,0.010625383
259,0.081342078
260,0.014450694
261,0.968042568
262,1
263,0.389603755
264,0.968359093
265,0.844378659
266,0.010151118
267,1
268,0.73281489
269,0.592740208
270,0.04446129
271,0.842740194
272,0.11664599
273,0.670857022
274,0.100288767
275,1
276,0.731489844
277,0.995367082
278,0.038467847
279,0.070736629
280,0.032641288
281,0.335524222
282,0.374224523
283,0.313311207
284,0.002254131
285,0.813258738
286,1
287,1
288,0.091840078
289,0.36892901
290,0.250091294
291,0.012486623
292,0.374108728
293,0.972491862
294,0.071247741
295,0.05486568
296,0.87544496
297,0.998749865
298,0.018898123
299,0.167528495
300,0.994600644
301,0.99315449
302,1
303,0.765970136
304,0.139850209
305,0.974809559
306,0.370845319
307,0.419098836
308,0.998593341
309,0.206217695
310,0.216792603
311,1
312,0.017957917
313,0.848828464
314,0.255485236
315,0.998706325
316,0.097428189
317,0.12730773
318,0.998001112
319,0.058821179
320,0.53395308
321,0.018319362
322,0.94470023
323,0.78852603
324,0.253559978
325,0.35546201
326,0.99871917
327,0.999770115
328,0.153388831
329,0.727373913
330,0.394330053
331,0.073537387
332,0.043969523
333,0.030526622
334,0.982722536
335,0.146249867
336,0.075227381
337,0.843507087
338,0.361455754
339,0.918718176
340,0.026442567
341,0.189007752
342,0.028111576
343,0.005329474
344,0.986267662
345,0.489786986
346,0.58296074
347,0.919686914
348,0.104744448
349,0.052678501
350,0.827219842
351,0.379932528
352,0.058450536
353,0.856691527
354,0.494531192
355,0.599590186
356,0.692104079
357,0.277437715
358,0.031538033
359,0.390642857
360,0.999455072
361,0.009490484
362,0.965390976
363,0.282111981
364,0.259037816
365,0.99977555
366,0.989103653
367,0.995106666
368,0.111717569
369,0.735061338
370,0.011706658
371,0.346650776
372,0.592952244
373,0.48412892
374,0.034178548
375,0.470690189
376,0.999873418
377,0.105417718
378,0.9995811
379,0.499161547
380,0.00584023
381,0.083607618
382,0.456122443
383,0.369606047
384,0.226497436
385,0.438417237
386,0.984051063
387,0.412242506
388,0.803691614
389,0.062109381
390,0.761536748
391,0.979465321
392,0.612316151
393,0.069327905
394,0.992763009
395,0.999220128
396,0.01544362
397,0.999324324
398,0.27023547
399,0.997170401
400,0.990480274
401,0.586909947
402,0.057738297
403,0.997717392
404,0.179550402
405,0.108251013
406,1
407,0.986243079
408,0.999275362
409,0.120087572
410,0.99849066
411,0.97442095
412,0.043724517
413,0.093231157
414,0.640954781
415,0.725406264
416,0.011049358
417,0.800718498
418,0.137515989
419,0.064053478
420,0.476153671
421,0.963701832
422,0.287179603
423,1
424,0.052797805
425,0.189855026
426,0.999650281
427,1
428,0.078491432
429,0.845649992
430,0.42050759
431,0.139478102
432,0.007324661
433,0.063836194
434,0.202667218
435,0.095394671
436,0.011168778
437,0.241024281
438,0.944512404
439,0.837904976
440,0.986920482
441,1
442,0.226027178
443,0.991771322
444,0.999868421
445,0.053406936
446,0.197284085
447,0.033821527
448,1
449,0.266370989
450,0.113461991
451,1
452,0.983446342
453,0.999848485
454,0.394938911
455,0.993177842
456,0.649452773
457,0.989714644
458,0.139854432
459,0.998818365
460,0.916803751
461,0.031041929
462,0.406643081
463,0.902366823
464,0.834661394
465,0.998514829
466,0.034410856
467,0.222478705
468,0.011503359
469,0.044255717
470,0.999863014
471,0.999097222
472,0.511824241
473,0.085549281
474,0.148517717
475,1
476,0.107700444
477,0.98203065
478,0.99723726
479,1
480,0.804761144
481,0.697492989
482,0.993145447
483,0.977013542
484,0.028044139
485,0.462088107
486,0.958262034
487,0.747108341
488,0.999400607
489,0.634595728
490,0.703432216
491,0.99388585
492,0.039713566
493,0.985055377
494,0.222128885
495,1
496,0.018654682
497,0.013895067
498,0.098018915
499,0.15240254
500,0.017434697
501,1
502,0.239705493
503,0.011510439
504,0.99975
505,1
506,0.22213767
507,0.079906638
508,0.176460663
509,0.210024733
510,0.115359237
511,0.607898955
512,0.983053177
513,0.068835085
514,0.04078636
515,0.999378224
516,0.207895928
517,0.433094385
518,1
519,0.9994
520,0.028522852
521,0.016405637
522,0.999306931
523,0.314445602
524,0.863568094
525,0.998477853
526,1
527,0.074595568
528,0.555108973
529,0.998929928
530,0.035625734
531,0.876033047
532,1
533,0.952542286
534,0.059648574
535,0.579988973
536,0.903577685
537,0.990650328
538,0.994752969
539,0.987831637
540,0.142151664
541,0.039752621
542,0.948881271
543,0.999875
544,0.998911996
545,0.978852549
546,0.120269382
547,0.372614446
548,0.989327004
549,0.137458454
550,0.140792879
551,0.881397751
552,0.999878049
553,0.81130877
554,0.407870796
555,1
556,0.996783387
557,0.012765834
558,0.446504047
559,0.982877436
560,0.996149468
561,0.020158219
562,0.065269188
563,0.990110279
564,0.810113716
565,0.996871475
566,0.021915026
567,1
568,0.9931058
569,0.033519867
570,0.399230801
571,0.999864865
572,0.913589691
573,0.703011384
574,0.074285721
575,0.68805796
576,0.115686001
577,0.999777217
578,0.959679714
579,0.885267902
580,0.034251112
581,1
582,0.204703848
583,0.427021271
584,0.999883721
585,0.941830057
586,0.049945809
587,0.855066447
588,0.998018216
589,0.1680734
590,0.998181818
591,0.103774648
592,0.29673582
593,0.998559545
594,0.92213708
595,0.990808802
596,0.010659518
597,0.186258618
598,0.021262537
599,0.089197426
600,0.992533106
601,0.330908808
602,0.276908434
603,0.339192505
604,1
605,0.165124793
606,0.897505516
607,0.16530822
608,0.01998988
609,0.977729329
610,0.943004008
611,0.889174271
612,0.992667215
613,0.120673059
614,0.028732002
615,0.081036018
616,0.152547394
617,0.629744926
618,0.528971491
619,0.019357903
620,0.999756098
621,0.168786568
622,0.863603098
623,0.014420063
624,0.071018806
625,0.331702337
626,0.999054054
627,0.036981593
628,0.606121424
629,0.183379108
630,0.242145153
631,0.959947612
632,0.617110003
633,1
634,0.149853545
635,0.392205612
636,0.542606085
637,0.997731785
638,0.042753466
639,1
640,0.985899756
641,0.988488154
642,0.28904052
643,0.23024001
644,0.99703677
645,0.118507869
646,0.99947771
647,0.248474796
648,0.555393429
649,0.979657897
650,0.213732863
651,0.734249947
652,0.104851333
653,0.429037925
654,0.021749912
655,0.163923235
656,0.024578052
657,0.243429895
658,0.517160089
659,0.166455021
660,0.366392508
661,0.994767988
662,0.9991894
663,0.289229191
664,0.072672053
665,0.112471694
666,1
667,0.937260865
668,0.942266946
669,0.992628983
670,0.344149216
671,0.272992919
672,0.998603285
673,0.059229242
674,1
675,0.170570421
676,0.986253583
677,0.134233856
678,0.036035144
679,0.995150065
680,0.082244728
681,0.272401657
682,0.121456473
683,0.971002142
684,0.016503453
685,0.061217632
686,0.084435889
687,0.168853598
688,0.128347294
689,0.040571401
690,0.212868047
691,0.802017095
692,0.973363085
693,1
694,0.054899716
695,0.69312895
696,0.02068157
697,0.081065394
698,0.068379492
699,0.925328615
700,0.367459376
701,0.998426847
702,0.842887962
703,0.311199179
704,0.04364691
705,1
706,0.394531233
707,0.992069993
708,0.968966912
709,0.660520557
710,0.008943911
711,0.994163966
712,0.133564941
713,0.063628452
714,0.946714175
715,0.091606748
716,0.074268934
717,1
718,0.028959739
719,0.978278567
720,0.946318951
721,0.313851173
722,1
723,0.217168827
724,0.628455609
725,0.999632733
726,1
727,0.656588843
728,0.88140547
729,0.999506115
730,0.99898065
731,0.99679171
732,0.063238598
733,0.651704888
734,0.176435273
735,0.061930381
736,1
737,0.268469772
738,0.996994935
739,0.056450266
740,0.804468807
741,0.495390134
742,0.997208034
743,1
744,0.753996696
745,0.999115758
746,0.398259655
747,0.999465892
748,0.605670585
749,0.331514384
750,0.391476643
751,0.550726427
752,1
753,0.020511861
754,0.016876357
755,0.999755814
756,0.004507568
757,0.998165423
758,0.426272463
759,0.148946749
760,0.556461158
761,0.091244911
762,0.911703749
763,1
764,0.972298413
765,0.109751527
766,0.040609137
767,0.305113386
768,0.079403611
769,0.99968254
770,0.175054615
771,0.529202183
772,0.05907534
773,0.97107077
774,0.217271032
775,0.012162719
776,0.970523592
777,0.052251691
778,0.969698984
779,1
780,0.022205284
781,0.320264283
782,0.094988259
783,0.958379039
784,0.380214656
785,0.952651611
786,0.571522847
787,0.169480438
788,0.092212085
789,0.998546468
790,0.973309657
791,0.998404435
792,0.19550385
793,0.008132967
794,0.970081279
795,0.998116375
796,0.122412128
797,0.129613542
798,0.26149815
799,0.999851239
800,0.875553046
801,0.10129799
802,0.299400285
803,0.967512986
804,0.95623544
805,0.974524841
806,0.145575094
807,0.415967388
808,0.15491271
809,0.953179527
810,0.423558462
811,0.580403053
812,0.107048078
813,0.017135772
814,0.734362787
815,0.998489442
816,0.999677536
817,0.915208222
818,0.017785554
819,0.138720421
820,0.021596818
821,0.399658075
822,1
823,0.077565896
824,0.918649388
825,0.988770112
826,0.027145676
827,0.306737392
828,0.477023888
829,0.994594981
830,0.985370364
831,0.724397019
832,0.99286921
833,0.998658866
834,0.931581105
835,0.076208087
836,0.995720019
837,0.169816597
838,0.128873224
839,0.058505925
840,0.892878014
841,0.946990715
842,0.026277478
843,1
844,0.990524028
845,0.281587504
846,0.984837492
847,0.842152427
848,0.711310723
849,0.980756011
850,0.119734248
851,0.020584385
852,0.099360338
853,0.076125741
854,0.41024016
855,1
856,0.246576302
857,0.968213111
858,0.679924013
859,0.054461591
860,0.635755346
861,0.993303245
862,1
863,0.231920841
864,0.309297705
865,0.170898079
866,0.968238083
867,0.998253247
868,0.123586638
869,0.086373713
870,0.892764272
871,0.9886171
872,0.089120384
873,0.995480837
874,0.607871224
875,0.96952235
876,0.96899054
877,0.021540666
878,0.130674858
879,0.997464466
880,1
881,0.090593276
882,0.999166435
883,0.925566614
884,0.707294852
885,0.185238117
886,0.378516946
887,0.455175364
888,0.999691615
889,0.999071061
890,0.451193161
891,0.958373043
892,0.996080629
893,0.068989328
894,0.443056093
895,0.003619423
896,0.373911072
897,0.00122616
898,0.236357075
899,0.790386632
900,0.019113138
901,0.771624374
902,0.999864865
903,0.999863014
904,0.017902246
905,0.044832186
906,0.990293565
907,0.998677757
908,0.006225061
909,0.14546886
910,0.980249658
911,0.08724614
912,0.081367842
913,0.999850746
914,0.070668365
915,0.999711019
916,0.064553874
917,1
918,0.222306431
919,0.987112977
920,0.082378661
921,1
922,0.146230884
923,0.041284682
924,0.062734514
925,0.789237244
926,0.203636203
927,0.023210334
928,0.775372762
929,0.994684293
930,0.524816192
931,0.559173049
932,0.490547319
933,0.986818183
934,0.181002879
935,0.936942935
936,1
937,0.743147989
938,0.984086513
939,1
940,0.186161678
941,0.057459155
942,0.029779416
943,0.015372862
944,0.425851785
945,0.270106802
946,0.997991643
947,0.997361052
948,0.998615264
949,1
950,0.101672058
951,0.193791383
952,0.140555534
953,0.047635702
954,0.018399038
955,0.554304833
956,0.978996066
957,0.082025255
958,0.15346748
959,0.096677375
960,0.95022158
961,0.996698661
962,0.063221984
963,1
964,0.630292231
965,1
966,0.312206972
967,0.243040639
968,1
969,0.006131736
970,0.986698686
971,0.793500485
972,0.691903357
973,0.968211842
974,0.169827938
975,1
976,0.030983713
977,0.982029294
978,0.992048464
979,0.334399741
980,0.654309629
981,0.980341607
982,0.193569822
983,0.209086215
984,0.026433812
985,0.999164209
986,1
987,0.618435815
988,0.996737855
989,0.946867301
990,0.936022033
991,0.197310157
992,0.763097213
993,0.023891108
994,0.059692807
995,0.321743977
996,0.026196789
997,0.956388229
998,0.199469744
999,0.14919444
1000,0.999370943
1001,0.905993613
1002,0.034815762
1003,0.06676578
1004,0.97966367
1005,0.995241735
1006,0.989068142
1007,0.02400309
1008,0.996319164
1009,1
1010,0.507081604
1011,0.04628807
1012,0.020165923
1013,0.93545296
1014,1
1015,1
1016,0.94339157
1017,1
1018,0.987839471
1019,1
1020,0.987143262
1021,0.996320579
1022,0.884139269
1023,0.08238535
1024,0.991743604
1025,0.351419924
1026,0.388308033
1027,0.485611846
1028,0.097431568
1029,0.00547955
1030,0.993014386
1031,0.998347319
1032,0.016276399
1033,0.087986694
1034,0.992336944
1035,0.027575055
1036,0.956685203
1037,0.456640652
1038,0.969429028
1039,0.996366184
1040,0.999031455
1041,0.940417067
1042,0.222236221
1043,0.024675377
1044,0.987053918
1045,0.762439995
1046,0.035064046
1047,0.112461212
1048,0.961277547
1049,0.02793135
1050,0.567540398
1051,0.06177765
1052,0.381679214
1053,0.038800815
1054,0.999868421
1055,0.956218838
1056,0.183913571
1057,0.003239699
1058,0.110071553
1059,0.108725689
1060,0.991464572
1061,0.99964086
1062,0.017959293
1063,1
1064,0.988353207
1065,0.851749305
1066,0.230597491
1067,0.80056809
1068,0.781265664
1069,0.838095771
1070,0.010585708
1071,1
1072,0.977759797
1073,0.086147803
1074,0.414428905
1075,0.999793233
1076,0.051872572
1077,0.932329665
1078,0.041334938
1079,0.999276389
1080,0.526332196
1081,0.490236037
1082,0.887440375
1083,0.526913465
1084,0.475881462
1085,0.450497693
1086,0.605149738
1087,0.985114233
1088,0.435284275
1089,0.630880506
1090,0.678556635
1091,0.047738345
1092,0.00660751
1093,0.117212707
1094,0.99608685
1095,0.966143386
1096,0.055063198
1097,0.135225114
1098,0.013863467
1099,0.955024512
1100,0.998751966
1101,1
1102,0.366642965
1103,0.065090804
1104,0.013331269
1105,1
1106,0.752905936
1107,0.994427364
1108,0.999184977
1109,0.782100551
1110,0.994142179
1111,0.998302454
1112,0.129975163
1113,0.999241417
1114,0.992354876
1115,0.480708392
1116,0.006388315
1117,0.975149186
1118,0.910353762
1119,0.075054573
1120,0.998584852
1121,0.577829992
1122,0.036504827
1123,0.988062686
1124,0.448132843
1125,0.039290197
1126,0.92679657
1127,0.995881378
1128,0.164382163
1129,0.557190686
1130,1
1131,0.036400024
1132,0.998768861
1133,0.570730915
1134,0.999220154
1135,0.438046833
1136,0.251030442
1137,0.993224133
1138,0.121084388
1139,0.999919355
1140,0.007896847
1141,0.503019017
1142,0.721700368
1143,1
1144,0.123873942
1145,0.002984005
1146,0.25680763
1147,0.913299363
1148,0.999756098
1149,0.047754777
1150,0.991688164
1151,0.999711019
1152,0.995153017
1153,0.230599858
1154,0.99870519
1155,0.47465764
1156,0.102914224
1157,0.553390646
1158,0.997341499
1159,0.039647683
1160,0.936881942
1161,0.006296271
1162,0.604972327
1163,0.989372769
1164,1
1165,0.477861164
1166,0.18231991
1167,0.981336239
1168,0.997698027
1169,0.993346498
1170,0.036549994
1171,0.013032564
1172,0.041654737
1173,0.997538182
1174,0.029045619
1175,1
1176,0.271523478
1177,0.108843816
1178,0.999511
1179,0.987676429
1180,0.990205803
1181,0.534400822
1182,0.80351038
1183,0.151317238
1184,0.051035958
1185,1
1186,0.048741969
1187,0.982574903
1188,0.992173934
1189,0.993951232
1190,0.335181872
1191,0.99953271
1192,0.004788338
1193,0.055731701
1194,0.232282487
1195,0.969677885
1196,0.605894364
1197,0.138017284
1198,1
1199,0.137939907
1200,0.896862369
1201,0.375515554
1202,0.735644412
1203,0.97170739
1204,0.552242379
1205,0.683527574
1206,0.0913064
1207,0.836445594
1208,0.91950945
1209,0.320097397
1210,0.923200367
1211,0.032746073
1212,0.014544807
1213,1
1214,0.634134998
1215,0.998345373
1216,0.016379411
1217,0.974568614
1218,0.978154065
1219,0.021749331
1220,0.183846737
1221,1
1222,0.022816411
1223,1
1224,1
1225,0.99404574
1226,0.035702547
1227,0.811221571
1228,0.385766881
1229,0.932666214
1230,0.173856463
1231,0.25573489
1232,1
1233,0.997989756
1234,1
1235,0.539619802
1236,0.991018645
1237,0.989679661
1238,0.755904882
1239,0.999830508
1240,0.992828595
1241,0.602236407
1242,0.852298188
1243,0.040129115
1244,0.979757054
1245,0.999613451
1246,1
1247,0.02398724
1248,0.63323145
1249,0.031893781
1250,1
1251,0.348438565
1252,0.159356709
1253,0.77076613
1254,0.998236878
1255,0.984680845
1256,0.682339573
1257,0.855803352
1258,0.823342332
1259,0.182511306
1260,0.051607671
1261,0.046582918
1262,0.999580214
1263,0.130972554
1264,0.035480213
1265,0.082143919
1266,0.999808877
1267,0.949592885
1268,0.168014848
1269,0.055063065
1270,0.995872242
1271,0.230625841
1272,0.451478871
1273,0.51378472
1274,0.08653319
1275,0.871978462
1276,1
1277,1
1278,0.385300221
1279,0.974983706
1280,1
1281,0.991918236
1282,0.472627015
1283,0.988277513
1284,0.024115527
1285,0.079345567
1286,0.715125151
1287,0.998260001
1288,0.273700602
1289,0.042115925
1290,0.35871233
1291,0.999190883
1292,0.015506955
1293,0.446070372
1294,0.919584437
1295,0.094812656
1296,0.993188453
1297,0.999285903
1298,1
1299,0.681486139
1300,0.999332707
1301,0.076271046
1302,0.173129965
1303,0.93407647
1304,1
1305,0.009577344
1306,0.950305297
1307,0.146331455
1308,1
1309,0.008994151
1310,0.844379686
1311,0.968229466
1312,0.069592871
1313,0.054208383
1314,0.806775027
1315,0.266544321
1316,0.999139785
1317,0.595138256
1318,0.300559365
1319,0.155002355
1320,0.998644487
1321,0.081600713
1322,0.999363742
1323,0.028474087
1324,0.170018624
1325,0.958976517
1326,1
1327,0.999426158
1328,0.046246623
1329,0.48557658
1330,0.999517206
1331,0.04273208
1332,0.021431766
1333,0.7635303
1334,0.747598949
1335,0.770363531
1336,0.274497853
1337,0.999866667
1338,0.327301345
1339,0.265036345
1340,0.761263861
1341,0.998831832
1342,0.999144149
1343,0.954923382
1344,0.359774261
1345,0.999741839
1346,0.993788958
1347,0.948881271
1348,0.981986704
1349,0.08461182
1350,1
1351,0.987996983
1352,0.01917125
1353,0.9947706
1354,0.07917788
1355,0.091039983
1356,0.999438202
1357,0.540289211
1358,1
1359,0.818489718
1360,0.698566892
1361,0.999873418
1362,0.328683948
1363,0.995267131
1364,0.997895786
1365,0.999879518
1366,0.998325906
1367,0.99873156
1368,0.984344204
1369,0.185891571
1370,0.344427623
1371,0.004045689
1372,0.360622822
1373,0.476081592
1374,0.255927442
1375,0.162378438
1376,0.152925256
1377,0.962018577
1378,0.079069995
1379,1
1380,0.856631687
1381,0.992276625
1382,0.951076372
1383,0.993366055
1384,0.998797774
1385,0.438941409
1386,0.649431525
1387,0.243734253
1388,0.988703889
1389,0.194258198
1390,0.997644499
1391,0.066395477
1392,1
1393,0.387832312
1394,0.168722623
1395,0.996742415
1396,0.998400733
1397,0.999863014
1398,0.931690861
1399,0.036934051
1400,0.734266426
1401,0.364520374
1402,0.085692252
1403,0.465952217
1404,0.993399407
1405,0.99938009
1406,1
1407,0.731668394
1408,0.440245566
1409,0.339952638
1410,0.999123188
1411,0.890237903
1412,0.14440857
1413,0.973766565
1414,0.755773563
1415,0.704524389
1416,0.211364989
1417,0.788399716
1418,0.59312612
1419,0.035930361
1420,0.99717793
1421,1
1422,1
1423,0.197376259
1424,0.340630682
1425,0.052833058
1426,0.467922723
1427,1
1428,0.998845212
1429,0.999023944
1430,0.028892945
1431,0.162924965
1432,0.946515419
1433,0.979819853
1434,0.78681403
1435,0.173317548
1436,0.060998794
1437,0.105784346
1438,0.147895273
1439,0.031740681
1440,0.999685581
1441,0.674797318
1442,0.1152722
1443,0.047026585
1444,0.571082332
1445,1
1446,0.998861029
1447,0.104036561
1448,0.956243402
1449,0.551544078
1450,0.034175161
1451,0.053575395
1452,0.995897754
1453,0.19464616
1454,0.999465329
1455,0.194099358
1456,1
1457,0.988404496
1458,0.680078854
1459,0.017352676
1460,0.203438518
1461,0.049452381
1462,0.005669355
1463,0.948142733
1464,0.9643253
1465,1
1466,0.997413737
1467,0.126534434
1468,0.103871659
1469,0.055482258
1470,1
1471,0.125692982
1472,0.118602295
1473,0.915879782
1474,0.627335844
1475,0.99859618
1476,0.991903919
1477,1
1478,0.517556131
1479,0.970607421
1480,0.330087995
1481,0.512740486
1482,0.767843563
1483,0.998029765
1484,0.064600729
1485,0.813220079
1486,0.98700035
1487,1
1488,0.140293333
1489,0.991062411
1490,0.895143661
1491,0.073618687
1492,0.671370574
1493,1
1494,0.991640317
1495,0.859040882
1496,0.930068155
1497,0.995464772
1498,0.752626621
1499,0.130188618
1500,0.068399479
1501,0.088838217
1502,0.998817312
1503,0.997014059
1504,0.079720165
1505,0.999863014
1506,0.259818795
1507,0.913925043
1508,0.977438721
1509,0.052424993
1510,0.967841076
1511,0.010688467
1512,0.471625367
1513,0.98281022
1514,0.998970263
1515,0.997458285
1516,0.063692632
1517,0.129550314
1518,0.054594852
1519,0.941640854
1520,0.007371844
1521,0.314703337
1522,0.013488967
1523,1
1524,0.878412604
1525,0.965531228
1526,0.106195467
1527,1
1528,0.999795918
1529,1
1530,0.257380895
1531,0.990514558
1532,0.999518072
1533,0.996855526
1534,0.984947198
1535,0.99972973
1536,0.139784816
1537,0.465221647
1538,0.988532812
1539,0.093654701
1540,0.642580799
1541,0.919190171
1542,0.035837618
1543,0.03513126
1544,0.079893878
1545,0.889593632
1546,1
1547,0.142761568
1548,0.182047276
1549,0.513899607
1550,1
1551,0.22315917
1552,0.905380995
1553,0.00724223
1554,0.989187274
1555,0.391039568
1556,0.963341505
1557,0.166626447
1558,0.969363231
1559,0.966432021
1560,0.506955357
1561,0.061405452
1562,1
1563,1
1564,0.021621907
1565,0.168970156
1566,0.924512869
1567,0.859599416
1568,0.047778358
1569,0.2860325
1570,1
1571,0.966183516
1572,0.251617935
1573,0.994360471
1574,0.076211693
1575,0.998140417
1576,0.224481802
1577,0.997697008
1578,0.105301074
1579,0.284618903
1580,0.184483615
1581,0.079624633
1582,0.027767316
1583,0.568010824
1584,0.024961579
1585,0.004757623
1586,0.918935099
1587,1
1588,0.994414545
1589,0.985680007
1590,0.555217549
1591,0.997004693
1592,0.999722222
1593,0.384664216
1594,0.130342049
1595,0.996696467
1596,0.24153926
1597,0.99934143
1598,0.095133281
1599,0.997706721
1600,0.315508858
1601,0.900451598
1602,0.999831933
1603,0.104893922
1604,0.896350387
1605,0.050574262
1606,0.161157687
1607,0.27987173
1608,0.862283939
1609,0.987222264
1610,0.996213531
1611,1
1612,0.202024159
1613,0.930942351
1614,0.47425597
1615,0.855343562
1616,0.186476605
1617,0.975974504
1618,0.983815848
1619,0.037116169
1620,0.304262212
1621,1
1622,0.081145706
1623,0.061717883
1624,0.994140905
1625,0.948442746
1626,0.990184157
1627,0.834757633
1628,0.988895744
1629,1
1630,0.096191415
1631,0.312427739
1632,0.908499808
1633,0.9908987
1634,1
1635,1
1636,0.983275079
1637,0.234328439
1638,0.16840243
1639,0.990851638
1640,0.176065165
1641,0.06921231
1642,0.004238322
1643,0.999343723
1644,0.232223695
1645,1
1646,0.964469581
1647,0.999501206
1648,0.121485553
1649,0.375174162
1650,0.867423576
1651,0.998482912
1652,0.098509051
1653,0.200540762
1654,0.024058872
1655,0.876755746
1656,0.381542497
1657,0.996037508
1658,1
1659,0.025537895
1660,0.218593936
1661,0.989857213
1662,0.915544324
1663,1
1664,0.655763492
1665,0.996809289
1666,0.999372538
1667,0.999519667
1668,0.997953998
1669,1
1670,1
1671,0.999868421
1672,0.957147958
1673,0.251433124
1674,0.594857527
1675,0.383529832
1676,0.994257976
1677,0.05442939
1678,0.818703046
1679,0.980433073
1680,0.168431192
1681,1
1682,0.068855907
1683,0.026468047
1684,0.994083832
1685,0.766081401
1686,0.954454167
1687,1
1688,0.311138975
1689,0.890235475
1690,0.679243776
1691,0.956665691
1692,0.982669989
1693,0.410577664
1694,0.236372016
1695,0.121079258
1696,0.42449305
1697,0.175947851
1698,0.089604017
1699,0.395989548
1700,0.442105025
1701,0.994098723
1702,0.995151624
1703,0.087992372
1704,0.995187353
1705,0.725202572
1706,0.657053223
1707,0.668423885
1708,0.021835156
1709,0.014262628
1710,0.309738369
1711,0.995591
1712,0.003292829
1713,0.156851241
1714,0.184920227
1715,0.116847608
1716,0.931581152
1717,0.990476109
1718,0.725123559
1719,1
1720,0.99975
1721,0.0889344
1722,0.986695698
1723,0.662748937
1724,0.997969301
1725,0.913851705
